ID,Description,Class
575,關於一個擁抱。以下只是什麼都不知道的人說的風涼話，看著不喜歡攻擊我也好；覺得受用感到絲毫安慰也罷。對我來說，都是沒有感覺的。如果一個人已經痛下決心要捨棄些什麼，想幫忙的請徹底遠離對方，讓彼此就像互相排斥的同極磁鐵，把對方推得遠遠的，遠到都看不見。最怕的人一個嘴巴想走，心裡想留；一個心裡想走，嘴上又叨叨念念：他/她不行、他/她聽不進去、他/她辦不到……我在生活中就遇到這樣一對荒誕的伴侶。最後我選擇遠離。誰陪著誰？誰又能救誰？如果真的對這個世界沒了感覺，就不必該該叫，反正都是一樣。誰生誰死都不甘我的事，我自己他媽都管不好自己了。一個擁抱？肯給的都是善良的人，曾幾何時，我已不再擁抱他人，只能躺在床上，每天狂吃安眠藥，活在夢境裡。,1
576,媽媽最近食量超小，變要插管灌食，離死亡越來越近了，然後爸爸的身體也在惡化，昨日他跟我提起了買靈骨塔的事，買兩個，他和媽媽各一個。有點沮喪，雖然我也活不了多久了，且說不定比我爸早走（人生無常），好在我有學佛，未來目標很明確，只差放不下這世間的慾樂，但畢竟有時休，遲早來到。----Sent from  on my LGE LM-V350--豈能盡如人意，但求不愧我心--,1
577,傷害他人的人，永遠有最好的理由。無論是否合理，他們只覺得自己永遠是對的。今天被一些讀者投訴，原因是我說到某個名嘴過去的婚姻。是，我刻薄了，我講話明顯表現出對那人的厭惡。我希望他過得不好。很多人在下面留言說我尖酸、書沒人家讀得多、眼光短淺。還有人暗諷我是韓粉，講話才具攻擊性。一段婚姻的失敗，可以是重新振作的起點；也能是找到真正幸福的契機。但如果真的傷得太深了呢？從自我否定、懷疑自己到討厭自己，經歷過的人不會餵你喝雞湯。過程太辛苦了。重新站起來之後，夢都碎了，有些事不是靠堅強心理素質就可以的。到了更年期生不出來，說好的萝想都成屁，對方倒好，擁嫩妻，突然改頭換面變成愛家又孝順的人。人生啊，比戲還精彩。累了，什麼也不想往自己身上攏，有機會，快逃。,1
578,很糟，還是想吐，還是胃痛。這兩週終於不再卡關體重順利往下掉，但是也因此患得患失，只要早上起床發現體重增加（只要+0.3我就很難接受），就會覺得很緊張很怕減不下來，更別提有時不小心吃比較多會+0.5以上，壓力更是大到極度焦慮，加上吃膩自己煮的食物（大多是清淡調味），只好不斷外食，可是外食熱量高飽足感低，每天晚餐都只剩下三百多大卡可吃（不然就會超過教練給的要求），最近三四天開始餓到胃痛但體重也沒減，壓力越來越大，昨天開始出現心因性嘔吐，一度差點崩潰，又餓又胃痛又想吐，不得已只好兩次跟教練反應我的狀況（第一次說時他只要我自己想辦法）最後終於教練表示可以暫時拉高熱量讓身體休息恢復代謝，但我今天還是持續覺得餓、覺得胃痛、覺得想吐，我沒有辦法好好讓身體休息，因為拉高熱量的緣故今天胖了將近一公斤，雖然教練也說減重是長期抗戰，不差幾天的時間，我理性上也知道，但我就是無法不要求自己，無法放過自己，然而我也清楚不能持續這樣下去，不然一定會撐不住崩潰:(但是情緒上就是過不去，就算身體已經出現警訊QAQ試了利服全、用了花精都無法讓我放鬆，我還是快被情緒淹沒。--,1
579,早上洗完澡喝了咖啡要唸書但昏昏的 縮回床上又是不想出門不想見人的日子身體痠痛 早上沒去運動不過這週已經運動五天 比較沒關係等下還是得去上班真希望有「精神耗弱假」...真的很想像屍體一樣躺著不動唉 好累--,1
580,靜靜沉澱前半生所發生的大小事，求學時遇到排擠、憂鬱社畏、被恐嚇威脅、嚴重精神幻覺幻聽出意外瀕死、職場霸凌。這世界就是戰場，聰明有心機的敵人會攻擊你的精神。我的人生毀了，說不盡的人生過往，所有人生辛酸苦楚無法面對，人無論如何只要在意自己，我的人生毀了，沒有人會想到當個消費者會被恐嚇。我是非常對不起自己的，一直看著職場霸凌從我身上到其他人身上。無論是多麼不幸都要為復仇而努力，那些垃圾犯法犯罪別說當時精神太過脆弱，即使那時有錄音錄影蒐證也早過了兩年追溯期，我的精神狀況卻是到如今才穩定。世界是不公平的，我即使想同歸於盡也害怕拖累親人，就連死後天性膽小怯懦的我即使不害怕任何報應卻是下意識逃避，如果我是無父無母就好了。人性對我而言是無意義的，除了網路上的人有好的一面才有理智，周遭的人大都是戲劇化性格。我相信如果我犯下大錯，一定會被如何評論，即使被精神騷擾也會被認為是自己的問題。可是會有那麼一天我再也不願顧及親人毫不在乎自己有何下場後果，至少在死後讓我只跟仇人有關係。願生前死後同歸於盡。人生就是戰場，永遠不能懦弱退後，即使我不適合當人不知道為何當人。--,1
581,兩個禮拜了 很少感受到快樂開始記錄、有方法的充實自己、取悅自己但可能情緒低落影響了生理機能，能做的事情很少，就是常常感到很累累癱了，就倒下了，就睡著了，起床，繼續做一些分散注意力的事情有感到自己的價值漸漸回來了，但，很辛苦，很累到底該努力，還是休息，人啊 活著是為了什麼呢?尋找快樂？尋找認同？尋找愛？這時候好朋友們會跟我說不努力也是努力 好好休息吧 呵呵但我還是不停的努力 我去休息好了--,1
582,今天把學長刪掉了雖然說是既定的，我也不知道我的動機是啥硬要說的話是我不想要在讓他配合我說我愛聽的話或是 我有這種質疑但是我查覺的到我對別人的威脅感我之於，他人又是什麼呢常感應到他人覺得我很噁心干這是gay吧。快跑但是我也是同樣的感覺我覺得多數人我都看不過眼都很噁心女人也很噁心男人  也很噁心只要細看就沒有人不噁心的就好比有個家裏很有錢 讓他能開店養家的同事我就覺得也是因為你有錢。你才會忍的住這分工作的屈辱如果今天你跟其它人一樣為了生存而工作你會有這種情緒嗎？你遇到這種折磨你還能保有這種情緒你還能是一個溫文儒雅的人嗎僅僅是因為人的喜怒哀樂並不相通還有只對女人優待的好人的那一面我又覺得。 好噁心幾乎沒有人沒有那樣噁心的一面。雖說本人30多歲也沒交過一來當然是我條件不好二來就是我根本就沒在追人類太噁心了，我也太噁心了。茫茫天地間。為何感到我人生的悲涼想了此殘生僅是我不想跟周圍人格相似。做相似的事我就要被群體所隔離難道這是世道所不容嗎茫茫天地間 沒有容的下我的境地悔恨當初被生下來 此生太過無聊。--,1
583,在我最無助的時候也是最傷人的時候都沒有人懂我明明知道某個點會讓我發作或是爆發就是要硬戳這個點明明只要安慰我、拍拍我、讓我大哭特哭我就會回復原樣的為什麼...不知道為什麼前一陣子是直接言語殺人但是最近只要一發作就會開始物理性的傷人一次比一次打的都痛好怕自己會變的像鄭捷那樣我越來越控制不住衝動一但激怒了我的點我會邊哭邊用殺人的眼神邊動手動腳我不想這樣但是我越來越控制不住我不知道我怎麼了我的理性的聲音越來越小我不知道自己為什麼會變成這樣如果有一天我不再是我自己——.....不再是那個FlyFuta的話......我再一次的看不見我的未來--,1
584,夜深了 板友們晚上好前陣子很開心自己似乎脫離憂鬱了變得對自己有自信忘記以前所有痛苦的記憶三四年來我第一次感覺自己終於不被束縛最近因為家務所以離職了回想起過去也是三四年前 我因為學業辦離家中後來約一年學業結束工作遇到一點問題身上沒錢身心狀態也很差但我就是打死都不回家我父母都是鬱症患者大約五年前因為外遇離婚我是跟爸爸的爸爸展開新的家庭突然有個我沒不熟的弟弟媽媽則在外面一直當花蝴蝶那時我真的過得好苦但我想可能是因為新的家庭所以我沒回去吧後來被強制抓回家中後今年因為工作調職又搬離家中爸爸的新家庭已經分開了所以回家也是我跟爸爸獨處但是現在我一樣在外租屋無所事事還沒找到新工作 明明是回家的最好時機但心裡真的打死都不想回去到底哪裡出了問題只要回家久一點就覺得好痛苦更別說要回去住了僅僅幾天而已就把所有負面情緒全找回真的好累突然意識到似乎又跟四年的生活模式一樣了,1
585,從12月初開始找工作雖說一直有面試但卻沒有消息自己也一直慌到底自己哪裡不好可笑的是完全不知道該如何讓自己更進步讓自己更能找得到工作最近這幾天十分的焦慮感覺過年前找到工作似乎無法如願...也感覺自己的情緒變得很糟--,1
586,雖然本來就知道大部分的人根本沒辦法同理憂鬱這件事看到那些言論還是會覺得好想哭覺得自已好可悲然後又順著這種可悲的感覺像引線一樣又炸回去曾經說要永遠在一起的那個人說的那些完全沒有同理的可怕詞彙「為什麼你要這麼負面？？？」「為什麼你就不能正常點？？？？」「為什麼要一直哭啊？？？」好可怕.......--,1
587,不能喝酒不能獨處不能傷害自己不能在外過夜失敗後才發現大家不讓我死但也不讓我活--,1
588,因為停藥了所以現在的我可以一直哭一直哭一直哭一直哭一直哭個不停哭的頭好痛可是沒有人可以說家人會罵我為什麼要把感情看得那麼重可是我不懂為什麼我一定要被背叛明明當初說那些好像很永遠很確定的那些話我都相信了他卻又把他說過的話否定光了然後被當作我不曾存在一樣已經完全不會過問了我的死活跟他一點關係都沒有了一樣以前到底算什麼我真的不太明白好久了好久了啊過了半年了我還是走不出去不想認識新的人不想出門不想做任何事連藥都不想吃了醫生也不想看了只剩下一直哭一直哭停不下來明明昨天被青峰治癒了現在的我又開始了我好想要失去記憶--,1
